"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","Referrer URL","Source","Do you mainly b..  [Play by myself]","Do you mainly b..  [Share with others]","On average, how.. ","What kind of co..  [Construction (e.. ]","What kind of co..  [Technical const.. ]","What kind of co..  [Mods or plugins]","What kind of co..  [Texture packs o.. ]","What kind of co..  [Entire Worlds]","What kind of co..  [I don't create .. ]","What kind of co..  [Other]","Have you ever b.. ","Would you consi.. ","Creating conten.. ","Creating conten.. ","I feel like I'm.. ","I feel a sense .. ","I feel a sense .. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I think creatin.. ","I learn new thi.. ","I gain experien.. ","I can improve m.. ","Creating conten.. ","I find the expe.. ","I find the expe.. ","I find the expe.. ","Creating conten.. ","I find the expe.. ","My content crea.. ","Creating conten.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","Creating conten.. ","I can forget ab.. ","I can get away .. ","I can get away .. ","Creating conten.. ","My content crea.. ","My content crea.. ","My content crea.. ","Creating conten.. ","Creating conten.. ","I can show othe.. ","I can help othe.. ","I can let peopl.. ","My content crea.. ","My content crea.. ","I gain extra in.. ","I intend to con.. ","I would like to.. ","My intention is.. ","I will say posi.. ","I will recommen.. ","I will refer my.. ","I keep in touch.. ","I communicate w.. ","I keep in conta.. ","Creating conten.. ","I meet new peop.. ","I make new acqu.. ","In which countr.. ","How old are you?","Which gender do.. ","Which gender do..  [Other]","On average, how.. ","When did you st.. ","Last time I cre.. ","On average, how.. ","Total time","Group time: Step 1","Question time: SC","Question time: CC1","Question time: CC2","Question time: CC3","Question time: .. ","Question time: .. ","Group time: Step 2","Question time: PT1","Question time: PT2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 3","Question time: ID1","Question time: ID2","Question time: ID3","Question time: PA1","Question time: PA2","Question time: PA3","Group time: Step 4","Question time: SD1","Question time: SD2","Question time: SD3","Question time: SD4","Question time: PA4","Group time: Step 5","Question time: .. ","Question time: .. ","Question time: .. ","Question time: SE1","Question time: .. ","Question time: .. ","Group time: Step 6","Question time: SE3","Question time: .. ","Question time: SE5","Question time: SE4","Question time: SE2","Question time: SE6","Group time: Step 7","Question time: ES1","Question time: ES2","Question time: ES3","Question time: ES4","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Step 8","Question time: PT3","Question time: PT4","Group time: Step 9","Question time: HB1","Question time: HB2","Question time: HB3","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: CI1","Question time: CI3","Question time: CI2","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Question time: .. ","Group time: Ste.. ","Question time: PD6","Question time: PD1","Question time: PD2","Question time: .. ","Question time: PD4","Question time: PD5","Question time: .. "
"207",,"0","en","1692746805","2025-01-23 08:14:02","2025-01-23 08:15:25",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","",,,,,,,,,,,,,,,"53.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.35",,,,,,,,,,,,,,,,,,,,,
"208",,,"en","1001671241","2025-01-23 09:12:37","2025-01-23 09:12:37",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"209",,,"en","2013105044","2025-01-23 10:03:35","2025-01-23 10:03:35",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"210","2025-01-23 10:42:20","12","en","1081701032","2025-01-23 10:14:09","2025-01-23 10:42:20","https://deref-web.de/","","Yes","Yes","15","Yes","No","No","No","Yes","No","","No","Yes","5","5","5","4","3","3","4","5","4","5","1","5","4","4","5","2","5","5","5","4","5","1","5","3","3","5","3","4","5","4","4","5","3","4","3","5","5","4","4","4","2","1","1","5","5","5","5","4","4","5","5","5","4","4","3","Germany","25","Male","","0","2010-01-01 00:00:00","This week","0","1691.65","50.94",,,,,,,,,,,,,,,,,,,,,,,,,,"142.08",,,,,,,"66.05",,,,,,,"167.09",,,,,,,,,,,"815.38",,,,,,,"106.84",,,,,,,"184.49",,,,,,,"158.78",,,,,,,
"211",,,"en","684592966","2025-01-23 10:23:08","2025-01-23 10:23:08",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"212",,"1","en","917308190","2025-01-23 11:40:44","2025-01-23 11:41:25",,"","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","No","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,"41.63","41.63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"213",,,"en","1958291983","2025-01-23 11:51:16","2025-01-23 11:51:16",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"214",,,"en","11928236","2025-01-23 12:26:40","2025-01-23 12:26:40",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"215",,,"en","1167414541","2025-01-23 13:13:53","2025-01-23 13:13:53",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"216",,,"en","2126060623","2025-01-23 20:12:50","2025-01-23 20:12:50",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"217","2025-01-24 11:26:13","12","en","1543113541","2025-01-24 11:07:20","2025-01-24 11:26:13",,"","Yes","Yes","12","Yes","Yes","No","No","No","No","","Yes","Yes","5","5","4","4","4","3","4","5","4","5","3","4","5","5","5","3","5","5","4","3","5","4","4","2","3","5","3","4","3","4","3","3","3","3","4","5","4","4","4","4","3","3","3","4","5","3","4","2","2","3","2","3","3","5","4","Puerto Rico","17","Diverse","","0","2011-12-25 00:00:00","This week","0","1136.87","127.41",,,,,,,"130.85",,,,,,,,,,,,,"57.74",,,,,,"52.06",,,,,,,,,,,,,,"168.39",,,,,,,,,,,"244.11",,,,,,,"79.96",,,,,,,"129.69",,,,,,,"146.66",,,,,,,
"218",,,"en","1888671086","2025-01-24 13:12:03","2025-01-24 13:12:03",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"219","2025-01-24 17:13:19","12","en","655398670","2025-01-24 17:07:12","2025-01-24 17:13:19","https://game-studies.rw.fau.de/l/index.php/surveyAdministration/view?iSurveyID=749587&allowRedirect=1","","No","Yes","15","Yes","No","Yes","Yes","Yes","No","","Yes","Yes","5","5","5","5","5","4","4","4","3","3","2","4","3","5","4","2","5","5","5","3","5","3","5","4","3","5","3","3","5","5","5","4","4","4","4","4","5","3","3","3","2","3","3","3","3","3","4","4","4","4","3","4","4","5","5","Germany","20","Male","","387","2016-05-09 00:00:00","Yesterday","890","367.98",,,,,,,,"24.32",,,,,,"82.11",,,,,,,,,,,,,"23.53",,,,,,,"19",,,,,,,"49.83",,,,,,,,,,,"23.16",,,,,,,"25.84",,,,,,,"29.79",,,,,,,"90.4",,,,,,,
"220","2025-01-24 17:25:01","12","en","1491894591","2025-01-24 17:16:31","2025-01-24 17:25:01",,"","No","Yes","15","Yes","Yes","No","No","Yes","Yes","","Yes","Yes","4","5","5","5","5","5","5","5","5","4","4","4","5","4","5","5","5","4","5","5","5","5","4","4","4","4","4","4","4","4","4","4","5","5","4","5","4","4","4","5","5","4","4","5","4","4","4","5","5","5","5","5","5","5","5","England","24","Male","","1500","2019-05-17 00:00:00","Today","1100","511.99",,,,,,,,"11.17",,,,,,"11.09",,,,,,,"15.33",,,,,,"31.63",,,,,,,"215.31",,,,,,,"47.44",,,,,,,,,,,"16.77",,,,,,,"7.56",,,,,,,"7.75",,,,,,,"147.94",,,,,,,
"221",,"2","en","210211860","2025-01-24 23:11:22","2025-01-24 23:13:05",,,"N/A","N/A",,"No","No","No","No","No","No","I create popular theme park rides from places such as Disney, & Universal Studios","N/A","N/A",,,,"5",,,"3",,,,,,,,"4",,"5",,"5",,,,,,,,,,,,,,,,,,"4",,,,"3",,,,,,,,,,,"4",,,,,,,,,,,,"103","52.96",,,,,,,,,,,,,,,,,,,,,,,,,,"50.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"222","2025-01-24 23:22:15","12","en","803315762","2025-01-24 23:15:15","2025-01-24 23:22:15",,"","No","Yes","7","No","No","No","No","No","No","I create popular Theme Park Rides from Disney and Universal!","Yes","No","5","5","5","5","4","3","3","4","3","3","2","4","4","5","4","3","5","5","5","4","5","1","5","4","3","4","4","4","2","2","5","2","4","5","4","4","5","4","5","4","1","1","2","4","4","4","5","2","4","4","5","5","5","5","4","USA","16","Male","","0","2021-12-23 00:00:00","Today","0","420.52",,,,,,,,"34.59",,,,,,"26.76",,,,,,,,,,,,,"13.64",,,,,,,"35.36",,,,,,,"54.49",,,,,,,,"27.77",,,"84.94",,,,,,,"34.06",,,,,,,"52.87",,,,,,,"56.04",,,,,,,
"223",,,"en","1413777530","2025-01-25 23:27:50","2025-01-25 23:27:50",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"224",,,"en","1251427565","2025-01-26 15:54:03","2025-01-26 15:54:03",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"225","2025-01-26 16:38:42","12","en","747842534","2025-01-26 15:58:48","2025-01-26 16:38:42","android-app://com.google.android.googlequicksearchbox/","","Yes","Yes","67.5","Yes","No","No","No","Yes","No","Just Builds Big / Small / Huge Any Type Could Be Literally One Block","Yes","Yes","4","5","5","5","5","5","5","4","4","4","4","5","5","5","5","3","4","5","5","5","5","2","4","5","5","4","5","5","3","2","4","4","5","5","5","3","4","5","5","4","2","1","1","5","5","4","5","4","5","5","4","5","4","5","5","United States / Im Fromm KSA","16","Male","","0.05","2019-06-06 00:00:00","Yesterday","0","2397.92",,,,,,,,"44.08",,,,,,"85.22",,,,,,,"287.41",,,,,,"95.19",,,,,,,"97.65",,,,,,,"43.22",,,,,,,,,,,,,,,,,,"44.31",,,,,,,"31.34",,,,,,,"1669.5",,,,,,,
"226",,"-1","en","759663926","2025-01-27 09:36:04","2025-01-27 09:36:36",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","","",,,,,,,,,,,,,,"3",,,,,,"",,,,,,,,,,,,,,,"",,,,,,"",,,,,,,,,,,,,,,,,,,,,"32.49",,,,,,,,"32.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"227","2025-01-27 16:32:54","12","en","370539335","2025-01-27 16:25:38","2025-01-27 16:32:54",,"","No","Yes","5","Yes","No","No","No","Yes","No","","Yes","Yes","4","5","5","5","4","2","3","3","1","2","2","4","4","4","4","1","5","4","4","2","4","2","4","2","3","5","3","3","5","4","4","4","3","2","1","4","4","5","4","4","1","2","1","4","5","4","5","4","2","1","5","1","3","3","4","Canada","28","Male","","0","2012-04-27 00:00:00","This month","0","438.53","28.23",,,,,,,,,,,,,"192.15",,,,,,,,,,,,,"33.29",,,,,,,"46.55",,,,,,,,,,,,,,,,,,,,,,,,,"24.23",,,,,,,"24.9",,,,,,,"89.18",,,,,,,
"228",,"0","en","1292843798","2025-01-27 17:32:54","2025-01-27 17:33:04",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,"",,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,"",,,,,,,,,,,,"",,,,,,,,,,,,"10.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.88",,,,,,,,,,,,,,
"229","2025-01-27 21:24:53","12","en","989982792","2025-01-27 21:11:15","2025-01-27 21:24:53",,"","Yes","No","14","Yes","No","No","No","Yes","No","","Yes","Yes","5","5","5","4","5","4","4","5","2","4","1","5","5","2","5","2","5","5","5","5","5","4","5","2","2","4","2","4","2","1","3","3","4","3","4","5","5","4","5","4","3","3","3","5","5","4","4","3","5","4","5","4","5","5","5","France","17","Male","","63","2016-05-25 00:00:00","Yesterday","0","812.15","39.01",,,,,,,,,,,,,"26.01",,,,,,,"57.69",,,,,,,,,,,,,"124.58",,,,,,,"233.97",,,,,,,,"62.91",,,,,,,,,,"76.79",,,,,,,"39.06",,,,,,,"152.13",,,,,,,
"230",,"3","en","987964254","2025-01-28 17:49:56","2025-01-28 17:51:57",,,"N/A","N/A","8","No","No","No","Yes","No","Yes","","N/A","N/A",,,,,,,,,"2",,,,"3",,,,,,"4",,,,"4","1",,,,,"3",,,,,,,"4","4",,"3",,,,,"3","4","4","3","1","2",,,"4",,,,,,,,,,,,"122.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.33",,,,,,,,,,,,,,,,,,"27.46",,,,,,,"38.25",,,,,,,,,,,,,,
"231","2025-01-28 18:16:48","12","en","800326087","2025-01-28 18:07:39","2025-01-28 18:16:48",,"","No","Yes","3","Yes","No","No","No","No","No","","No","Yes","5","5","4","3","3","3","3","4","3","3","3","5","3","5","3","3","5","5","5","4","5","1","4","5","3","5","5","5","5","2","4","4","4","3","3","5","5","3","3","3","1","1","1","5","5","2","5","4","3","3","4","3","4","5","4","france","16","Male","","0","2016-01-28 00:00:00","This week","0","553.24","72.63",,,,,,,,,,,,,"41.37",,,,,,,"91.68",,,,,,"32.6",,,,,,,,,,,,,,"113.21",,,,,,,,,,,"63.35",,,,,,,"50.67",,,,,,,"15.67",,,,,,,"72.06",,,,,,,
"232",,"3","en","83548836","2025-01-28 18:29:42","2025-01-28 18:31:15",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"No","N/A",,"2",,"2","2",,,,,,,,"4","3","4","3",,,"5",,,,"5","1",,"5",,"3",,,,,,"2",,,,"2",,,,,,,,,,,,"1","1",,,,,,,,,,,,,"93.25",,,,,,,,"26.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.83",,,,,,,,,,,,,,"34.64",,,,,,,,,,,,,,
"233","2025-01-29 18:26:01","12","en","220195476","2025-01-29 18:18:36","2025-01-29 18:26:01",,"","No","Yes","4","No","No","No","No","No","Yes","","No","Yes","5","5","3","2","3","3","3","4","1","2","1","4","4","5","4","2","5","4","2","3","4","1","4","3","2","3","2","2","4","1","5","5","4","4","4","4","5","2","2","1","1","1","1","5","5","3","3","3","1","1","1","1","2","3","2","Germany","19","Male","","0","2023-04-20 00:00:00","This month","0","447.32",,,,,,,,"19.09",,,,,,,,,,,,,"10.17",,,,,,"22.86",,,,,,,,,,,,,,"166.33",,,,,,,,,,,,,,,,,,"56.18",,,,,,,"62.49",,,,,,,"110.2",,,,,,,
"234",,"1","en","330141892","2025-01-29 18:36:36","2025-01-29 18:36:58",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,"22.49",,,,,,,,,,,,,,,,,,,,,"22.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235","2025-01-29 20:09:39","12","en","2089097457","2025-01-29 19:18:17","2025-01-29 20:09:39",,"","No","Yes","2","Yes","No","No","No","No","No","","Yes","Yes","5","5","5","3","4","3","2","4","1","1","1","4","5","5","3","1","5","5","5","1","5","5","3","2","1","3","1","1","3","1","3","1","3","1","4","4","5","4","2","1","1","5","5","5","5","5","4","3","3","1","5","2","3","5","5","Austria","16","Male","","50","2018-11-02 00:00:00","Today","0","3082.35","91.09",,,,,,,,,,,,,"219.33",,,,,,,"58.78",,,,,,"2185.33",,,,,,,,,,,,,,,,,,,,,,"40.23",,,"81.21",,,,,,,"109.12",,,,,,,"149.68",,,,,,,"147.58",,,,,,,
"236","2025-01-29 20:14:23","12","en","962218377","2025-01-29 20:02:23","2025-01-29 20:14:23",,"","No","Yes","20","Yes","No","No","No","No","No","4 builds/organics","Yes","Yes","4","4","4","4","4","4","4","4","2","3","3","4","4","4","4","2","4","4","4","3","4","1","4","3","4","5","3","3","4","4","2","4","2","3","3","4","4","5","4","4","1","2","1","2","3","4","4","3","3","4","4","4","4","4","4","France","24","Male","","0","2012-05-16 00:00:00","This month","0","722.74","40.12",,,,,,,,,,,,,,,,,,,,"31.43",,,,,,"45.35",,,,,,,"49.15",,,,,,,"105.9",,,,,,,,"33.36",,,"49.41",,,,,,,"94.58",,,,,,,"179.36",,,,,,,"94.08",,,,,,,
"237",,"9","en","2033253543","2025-01-29 20:06:02","2025-01-29 20:26:24",,"","No","Yes","6","No","No","No","No","No","Yes","","Yes","Yes","3","4",,"3","3","4","4","3","3",,,"3","4","3","4","2","4","5","4","3","4","2",,,"3",,"3","2","4","3","3","5","3",,"4","5","4",,,"2",,"2","2","4","4","3","4","3","2","3",,,"5","4","2",,,,,,,,,"1223.1","129.92",,,,,,,,,,,,,,,,,,,,"177.16",,,,,,"89.35",,,,,,,,,,,,,,"405.13",,,,,,,,"87.94",,,"152.07",,,,,,,"102.19",,,,,,,"79.34",,,,,,,,,,,,,,
"238",,"6","en","25865713","2025-01-29 20:42:18","2025-01-29 21:08:33",,"","Yes","Yes",,"Yes","No","Yes","Yes","Yes","No","","N/A","N/A","4",,"3",,"5","4",,"5","3","3","3","4","4","5","4","3","5",,,,,,,"2",,"4","4","3","2","3","5",,,"4",,"5","5","4",,,,"3",,,,,,,,,,"3","5",,,,,,,,,,,"1576.56",,,,,,,,,,,,,,"1017.98",,,,,,,"171.52",,,,,,,,,,,,,"166.24",,,,,,,"119.19",,,,,,,,"62.03",,,,,,,,,,,,,,,,,"39.6",,,,,,,,,,,,,,
"239","2025-01-29 22:35:33","12","en","1271894069","2025-01-29 22:28:57","2025-01-29 22:35:33",,"","No","Yes","30","Yes","No","Yes","Yes","Yes","No","","Yes","Yes","5","5","4","5","5","5","5","5","5","4","5","5","5","5","5","3","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","3","3","5","5","5","3","4","5","Russia ","25","Male","","115","2023-10-15 00:00:00","This week","0","399.61","40.58",,,,,,,"23.88",,,,,,,,,,,,,"52.06",,,,,,"33.67",,,,,,,"16.73",,,,,,,"29.47",,,,,,,,"29.04",,,"10.28",,,,,,,"22.85",,,,,,,"22.31",,,,,,,"118.74",,,,,,,
"240",,"2","en","148839269","2025-01-29 23:20:37","2025-01-29 23:21:54",,,"N/A","N/A","6","N/A","N/A","N/A","N/A","N/A","N/A",,"Yes","N/A","5",,,,,,,,"3","4",,,,,,"2",,"5",,,"5",,,,,,"3",,,,,,,"4",,,,,,,,,"2",,,,,,,,,,"2",,"2",,,,,,,,,"76.84",,,,,,,,,,,,,,,,,,,,,,,,,,,"28.52",,,,,,,,,,,,,,,,,,,,,,,,,"48.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241","2025-01-30 03:21:27","12","en","1832434898","2025-01-30 03:08:51","2025-01-30 03:21:27",,"","No","Yes","15","No","No","No","No","No","Yes","","No","Yes","5","5","4","3","4","3","2","4","1","1","1","4","5","4","4","1","3","4","5","2","4","1","4","1","2","3","3","2","4","2","5","4","1","3","4","4","5","4","3","1","1","1","1","3","3","1","5","4","2","1","2","1","4","4","5","usa","16","Male","","0","2024-10-24 00:00:00","In this year","0","752.54","59.03",,,,,,,"39.33",,,,,,"122.4",,,,,,,"40.19",,,,,,,,,,,,,"183.17",,,,,,,,,,,,,,,"63.98",,,,,,,,,,"52.41",,,,,,,"97.49",,,,,,,"94.54",,,,,,,
"242",,"1","en","120256497","2025-01-30 03:31:05","2025-01-30 03:31:40",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,"5",,,,,"5",,,,,,,,,,,"5",,,,"5",,,,,,"5",,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,"34.92",,,,,,,,,,,,,,"34.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"243","2025-01-30 09:10:52","12","en","624278948","2025-01-30 09:00:37","2025-01-30 09:10:52",,"","Yes","Yes","3","Yes","No","No","Yes","No","No","Skins and models","Yes","Yes","5","5","5","5","5","3","4","4","5","4","4","4","5","5","4","4","4","5","4","4","5","5","5","5","4","5","5","4","5","5","4","5","3","4","4","5","5","4","4","4","5","5","5","5","5","3","5","4","5","3","5","5","5","5","5","Belarusian ","16","Male","","5.07","2022-01-30 00:00:00","Yesterday","0","616.83","26.25",,,,,,,"38.68",,,,,,,,,,,,,"33.55",,,,,,"38.42",,,,,,,"42.36",,,,,,,"59.44",,,,,,,,,,,"87.45",,,,,,,"35.93",,,,,,,"51.84",,,,,,,"202.91",,,,,,,
"244",,"11","en","1025278623","2025-01-30 15:22:21","2025-01-30 15:35:09",,"","Yes","Yes","8","Yes","No","No","No","No","Yes","","Yes","Yes","3","4","4","2","2","2","4","3","1","1","1","3","3","3","2","1","3","3","2","2","3","1","4","1","2","3","2","2","4","3","3","4","2","1","2","4","4","3","2","1","1","1","1","3","3","3","3","2","3","1","2","2","3","3","2",,,,,,,,,"765.57",,,,,,,,"81.75",,,,,,"69.56",,,,,,,"187.05",,,,,,,,,,,,,"43.43",,,,,,,"198.6",,,,,,,,,,,"15.16",,,,,,,"74.21",,,,,,,"95.81",,,,,,,,,,,,,,
"245","2025-01-30 16:05:10","12","en","1844040203","2025-01-30 15:33:03","2025-01-30 16:05:10",,"","No","Yes","24","Yes","No","No","No","No","No","","No","Yes","5","5","5","4","5","4","5","4","2","4","3","5","5","4","5","3","5","5","5","5","5","1","5","4","4","3","5","5","5","5","5","5","5","4","5","5","5","5","5","4","1","1","1","4","5","5","5","5","5","2","3","4","5","5","5","Brazil","16","Male","","0","2020-03-18 00:00:00","Today","0","1928.86",,,,,,,,"99.32",,,,,,"270.79",,,,,,,"158.52",,,,,,"122.58",,,,,,,,,,,,,,"227.24",,,,,,,,"67.41",,,"101.27",,,,,,,"274.62",,,,,,,,,,,,,,"607.11",,,,,,,
"246",,,"en","244153932","2025-01-30 15:42:41","2025-01-30 15:42:41",,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"247","2025-01-30 17:07:52","12","en","1555513224","2025-01-30 16:49:40","2025-01-30 17:07:52",,"","No","Yes","13","No","No","No","No","No","No","gebe den leuten inspiration/Ideen","Yes","Yes","5","4","4","3","3","3","5","4","1","1","1","3","2","3","3","1","3","3","3","2","3","2","3","3","3","3","2","1","3","1","5","3","3","3","3","5","5","3","5","2","2","3","2","2","4","3","3","5","3","1","3","3","3","4","2","Germany","33","Male","","0","2012-01-01 00:00:00","Today","0","1094.43",,,,,,,,,,,,,,"97.23",,,,,,,"85.71",,,,,,"179.14",,,,,,,,,,,,,,"119.7",,,,,,,,"52.5",,,"41.59",,,,,,,"69.39",,,,,,,"352.03",,,,,,,"97.14",,,,,,,
"248","2025-01-30 17:11:28","12","en","1853626150","2025-01-30 17:06:07","2025-01-30 17:11:28",,"","Yes","Yes","35","Yes","No","No","No","Yes","No","","Yes","Yes","4","4","4","3","5","5","3","4","3","2","3","4","4","4","5","4","5","5","5","4","4","4","4","4","5","4","4","3","2","3","4","2","4","5","4","4","4","4","5","4","5","4","5","2","3","3","4","3","4","4","5","5","5","5","5","Öster-reich","19","Male","","150","2015-09-01 00:00:00","Today","0","325.06",,,,,,,,,,,,,,"5.75",,,,,,,"30.5",,,,,,"51.92",,,,,,,,,,,,,,"80.19",,,,,,,,,,,"54.8",,,,,,,"10.5",,,,,,,"9.49",,,,,,,"81.91",,,,,,,
